heder	Length	GC_amont	CG_precent
>lcl|NC_001143.9_cds_NP_012830.1_3401 	1020	431	42.25 %
>lcl|NC_001143.9_cds_NP_012831.1_3402 	3315	1142	34.45 %
>lcl|NC_001143.9_cds_NP_012832.1_3403 	933	364	39.01 %
>lcl|NC_001143.9_cds_NP_012833.1_3404 	1332	496	37.24 %
>lcl|NC_001143.9_cds_NP_012834.1_3405 	1650	639	38.73 %
>lcl|NC_001143.9_cds_NP_012835.1_3406 	1716	702	40.91 %
>lcl|NC_001143.9_cds_NP_012836.1_3407 	675	298	44.15 %
>lcl|NC_001143.9_cds_NP_012837.1_3408 	384	227	59.11 %
>lcl|NC_001143.9_cds_NP_012838.1_3409 	1005	455	45.27 %
>lcl|NC_001143.9_cds_NP_012839.1_3410 	351	145	41.31 %
>lcl|NC_001143.9_cds_NP_012841.1_3411 	1305	497	38.08 %
>lcl|NC_001143.9_cds_NP_012842.1_3412 	1239	527	42.53 %
>lcl|NC_001143.9_cds_NP_012843.1_3413 	1179	453	38.42 %
>lcl|NC_001143.9_cds_NP_012844.1_3414 	1971	733	37.19 %
>lcl|NC_001143.9_cds_NP_012845.1_3415 	2208	870	39.40 %
>lcl|NC_001143.9_cds_NP_012846.1_3416 	1179	443	37.57 %
>lcl|NC_001143.9_cds_NP_012848.1_3417 	1353	511	37.77 %
>lcl|NC_001143.9_cds_NP_012849.1_3418 	1584	617	38.95 %
>lcl|NC_001143.9_cds_NP_012850.1_3419 	2646	994	37.57 %
>lcl|NC_001143.9_cds_NP_012851.1_3420 	2301	845	36.72 %
>lcl|NC_001143.9_cds_NP_012852.1_3421 	771	303	39.30 %
>lcl|NC_001143.9_cds_NP_012853.1_3422 	510	210	41.18 %
>lcl|NC_001143.9_cds_NP_012854.1_3423 	543	218	40.15 %
>lcl|NC_001143.9_cds_NP_012855.1_3425 	2880	1171	40.66 %
>lcl|NC_001143.9_cds_NP_012856.1_3426 	462	183	39.61 %
>lcl|NC_001143.9_cds_NP_012858.2_3428 	621	236	38.00 %
>lcl|NC_001143.9_cds_NP_012859.1_3429 	2910	1149	39.48 %
>lcl|NC_001143.9_cds_NP_012860.1_3430 	504	180	35.71 %
>lcl|NC_001143.9_cds_NP_012861.1_3431 	1893	746	39.41 %
>lcl|NC_001143.9_cds_NP_012862.1_3432 	342	119	34.80 %
>lcl|NC_001143.9_cds_NP_012863.1_3433 	1080	488	45.19 %
>lcl|NC_001143.9_cds_NP_012864.1_3434 	1326	565	42.61 %
>lcl|NC_001143.9_cds_NP_012865.1_3435 	369	152	41.19 %
>lcl|NC_001143.9_cds_NP_012866.1_3436 	3114	1063	34.14 %
>lcl|NC_001143.9_cds_NP_012867.1_3437 	504	217	43.06 %
>lcl|NC_001143.9_cds_NP_012868.1_3438 	837	349	41.70 %
>lcl|NC_001143.9_cds_NP_012869.1_3439 	2217	905	40.82 %
>lcl|NC_001143.9_cds_NP_012872.2_3441 	879	407	46.30 %
>lcl|NC_001143.9_cds_NP_012873.1_3442 	1062	452	42.56 %
>lcl|NC_001143.9_cds_NP_012874.1_3443 	2769	1139	41.13 %
>lcl|NC_001143.9_cds_NP_012875.2_3444 	690	274	39.71 %
>lcl|NC_001143.9_cds_NP_012876.1_3445 	1923	735	38.22 %
>lcl|NC_001143.9_cds_NP_012877.1_3446 	1551	569	36.69 %
>lcl|NC_001143.9_cds_NP_012878.1_3447 	1350	577	42.74 %
>lcl|NC_001143.9_cds_NP_012879.1_3448 	1587	616	38.82 %
>lcl|NC_001143.9_cds_NP_001257684.1_3449 	321	125	38.94 %
>lcl|NC_001143.9_cds_NP_012881.1_3450 	1101	489	44.41 %
>lcl|NC_001143.9_cds_NP_012882.3_3451 	1092	424	38.83 %
>lcl|NC_001143.9_cds_NP_012883.1_3452 	675	265	39.26 %
>lcl|NC_001143.9_cds_NP_012884.3_3453 	771	289	37.48 %
>lcl|NC_001143.9_cds_NP_012885.2_3454 	1572	610	38.80 %
>lcl|NC_001143.9_cds_NP_012886.3_3455 	3513	1488	42.36 %
>lcl|NC_001143.9_cds_NP_012887.1_3456 	357	178	49.86 %
>lcl|NC_001143.9_cds_NP_012889.3_3457 	1500	622	41.47 %
>lcl|NC_001143.9_cds_NP_012890.1_3458 	2277	882	38.74 %
>lcl|NC_001143.9_cds_NP_012891.4_3459 	711	288	40.51 %
>lcl|NC_001143.9_cds_NP_012892.1_3460 	3117	1116	35.80 %
>lcl|NC_001143.9_cds_NP_012893.3_3461 	1794	808	45.04 %
>lcl|NC_001143.9_cds_NP_012896.1_3462 	2010	949	47.21 %
>lcl|NC_001143.9_cds_NP_012897.3_3463 	1449	576	39.75 %
>lcl|NC_001143.9_cds_NP_012898.1_3464 	1344	550	40.92 %
>lcl|NC_001143.9_cds_NP_012899.3_3465 	504	189	37.50 %
>lcl|NC_001143.9_cds_NP_012900.1_3466 	2040	748	36.67 %
>lcl|NC_001143.9_cds_NP_012901.3_3467 	615	281	45.69 %
>lcl|NC_001143.9_cds_NP_012902.4_3469 	834	342	41.01 %
>lcl|NC_001143.9_cds_NP_012903.1_3470 	2523	976	38.68 %
>lcl|NC_001143.9_cds_NP_012904.3_3471 	1407	521	37.03 %
>lcl|NC_001143.9_cds_NP_012905.1_3472 	3249	1283	39.49 %
>lcl|NC_001143.9_cds_NP_012906.3_3473 	951	432	45.43 %
>lcl|NC_001143.9_cds_NP_012907.3_3475 	990	389	39.29 %
>lcl|NC_001143.9_cds_NP_012908.1_3476 	2052	761	37.09 %
>lcl|NC_001143.9_cds_NP_012909.3_3477 	525	210	40.00 %
>lcl|NC_001143.9_cds_NP_012910.1_3478 	2940	1050	35.71 %
>lcl|NC_001143.9_cds_NP_012911.3_3479 	5295	1832	34.60 %
>lcl|NC_001143.9_cds_NP_012912.1_3480 	516	202	39.15 %
>lcl|NC_001143.9_cds_NP_012913.3_3481 	1752	674	38.47 %
>lcl|NC_001143.9_cds_NP_012914.1_3482 	1062	370	34.84 %
>lcl|NC_001143.9_cds_NP_012915.3_3483 	4452	1672	37.56 %
>lcl|NC_001143.9_cds_NP_012916.1_3484 	711	273	38.40 %
>lcl|NC_001143.9_cds_NP_012917.3_3485 	1257	466	37.07 %
>lcl|NC_001143.9_cds_NP_012918.1_3486 	807	310	38.41 %
>lcl|NC_001143.9_cds_NP_012920.1_3488 	417	186	44.60 %
>lcl|NC_001143.9_cds_NP_012921.3_3489 	1785	695	38.94 %
>lcl|NC_001143.9_cds_NP_012922.1_3490 	1206	491	40.71 %
>lcl|NC_001143.9_cds_NP_012923.3_3491 	396	152	38.38 %
>lcl|NC_001143.9_cds_NP_012924.2_3492 	699	289	41.34 %
>lcl|NC_001143.9_cds_NP_012925.3_3493 	609	241	39.57 %
>lcl|NC_001143.9_cds_NP_012926.1_3494 	2115	811	38.35 %
>lcl|NC_001143.9_cds_NP_012927.3_3495 	1707	666	39.02 %
>lcl|NC_001143.9_cds_NP_012928.1_3496 	1347	513	38.08 %
>lcl|NC_001143.9_cds_NP_012929.4_3497 	1134	371	32.72 %
>lcl|NC_001143.9_cds_NP_012930.2_3498 	1578	624	39.54 %
>lcl|NC_001143.9_cds_NP_012931.4_3499 	795	316	39.75 %
>lcl|NC_001143.9_cds_NP_012932.1_3500 	555	252	45.41 %
>lcl|NC_001143.9_cds_NP_012933.4_3501 	1878	652	34.72 %
>lcl|NC_001143.9_cds_NP_012934.1_3502 	2703	1107	40.95 %
>lcl|NC_001143.9_cds_NP_012935.3_3503 	2316	854	36.87 %
>lcl|NC_001143.9_cds_NP_012936.1_3504 	1062	379	35.69 %
>lcl|NC_001143.9_cds_NP_012938.3_3505 	990	472	47.68 %
>lcl|NC_001143.9_cds_NP_012939.1_3506 	705	268	38.01 %
>lcl|NC_001143.9_cds_NP_012940.3_3507 	1707	624	36.56 %
>lcl|NC_001143.9_cds_NP_012941.1_3508 	1623	609	37.52 %
>lcl|NC_001143.9_cds_NP_012942.3_3509 	1656	614	37.08 %
>lcl|NC_001143.9_cds_NP_012943.1_3510 	2178	879	40.36 %
>lcl|NC_001143.9_cds_NP_012944.3_3511 	1848	796	43.07 %
>lcl|NC_001143.9_cds_NP_012945.1_3512 	495	195	39.39 %
>lcl|NC_001143.9_cds_NP_012946.3_3513 	2748	1081	39.34 %
>lcl|NC_001143.9_cds_NP_012947.1_3514 	969	368	37.98 %
>lcl|NC_001143.9_cds_NP_012948.3_3515 	1593	601	37.73 %
>lcl|NC_001143.9_cds_NP_012949.1_3516 	2229	882	39.57 %
>lcl|NC_001143.9_cds_NP_012950.3_3517 	849	365	42.99 %
>lcl|NC_001143.9_cds_NP_012951.1_3518 	918	365	39.76 %
>lcl|NC_001143.9_cds_NP_012952.3_3519 	2298	859	37.38 %
>lcl|NC_001143.9_cds_NP_012953.2_3520 	3102	1186	38.23 %
>lcl|NC_001143.9_cds_NP_012954.3_3521 	2256	820	36.35 %
>lcl|NC_001143.9_cds_NP_012955.1_3522 	822	285	34.67 %
>lcl|NC_001143.9_cds_NP_012956.3_3523 	5052	1883	37.27 %
>lcl|NC_001143.9_cds_NP_001335791.1_3524 	315	125	39.68 %
>lcl|NC_001143.9_cds_NP_012959.1_3525 	810	352	43.46 %
>lcl|NC_001143.9_cds_NP_012961.3_3526 	615	251	40.81 %
>lcl|NC_001143.9_cds_NP_012962.3_3527 	1932	768	39.75 %
>lcl|NC_001143.9_cds_NP_012963.3_3528 	888	358	40.32 %
>lcl|NC_001143.9_cds_NP_012964.2_3529 	1161	512	44.10 %
>lcl|NC_001143.9_cds_NP_012965.3_3530 	1809	775	42.84 %
>lcl|NC_001143.9_cds_NP_012967.1_3531 	753	360	47.81 %
>lcl|NC_001143.9_cds_NP_012968.4_3532 	1098	554	50.46 %
>lcl|NC_001143.9_cds_NP_012969.1_3533 	816	384	47.06 %
>lcl|NC_001143.9_cds_NP_012970.3_3534 	1332	565	42.42 %
>lcl|NC_001143.9_cds_NP_012971.2_3535 	552	264	47.83 %
>lcl|NC_001143.9_cds_NP_012972.3_3536 	852	410	48.12 %
>lcl|NC_001143.9_cds_NP_012974.1_3537 	1254	640	51.04 %
>lcl|NC_001143.9_cds_NP_012975.3_3538 	402	203	50.50 %
>lcl|NC_001143.9_cds_NP_012976.1_3539 	2670	1204	45.09 %
>lcl|NC_001143.9_cds_NP_012977.3_3540 	1257	470	37.39 %
>lcl|NC_001143.9_cds_NP_012978.1_3541 	915	387	42.30 %
>lcl|NC_001143.9_cds_NP_012979.3_3542 	1215	519	42.72 %
>lcl|NC_001143.9_cds_NP_012980.1_3543 	12279	4526	36.86 %
>lcl|NC_001143.9_cds_NP_012981.3_3544 	876	354	40.41 %
>lcl|NC_001143.9_cds_NP_012982.2_3545 	1920	734	38.23 %
>lcl|NC_001143.9_cds_NP_012984.2_3547 	1851	715	38.63 %
>lcl|NC_001143.9_cds_NP_012985.3_3548 	1188	480	40.40 %
>lcl|NC_001143.9_cds_NP_012986.1_3549 	825	302	36.61 %
>lcl|NC_001143.9_cds_NP_012987.3_3550 	1278	492	38.50 %
>lcl|NC_001143.9_cds_NP_012988.1_3551 	987	395	40.02 %
>lcl|NC_001143.9_cds_NP_012989.3_3552 	1509	566	37.51 %
>lcl|NC_001143.9_cds_NP_012990.1_3553 	2592	907	34.99 %
>lcl|NC_001143.9_cds_NP_012991.3_3554 	594	246	41.41 %
>lcl|NC_001143.9_cds_NP_012992.1_3555 	1086	523	48.16 %
>lcl|NC_001143.9_cds_NP_012993.3_3556 	2232	900	40.32 %
>lcl|NC_001143.9_cds_NP_012994.1_3557 	582	225	38.66 %
>lcl|NC_001143.9_cds_NP_012995.3_3558 	1782	733	41.13 %
>lcl|NC_001143.9_cds_NP_012996.1_3559 	1059	429	40.51 %
>lcl|NC_001143.9_cds_NP_012997.3_3560 	1047	393	37.54 %
>lcl|NC_001143.9_cds_NP_012998.1_3561 	1689	735	43.52 %
>lcl|NC_001143.9_cds_NP_001335792.1_3562 	321	128	39.88 %
>lcl|NC_001143.9_cds_NP_013000.3_3563 	468	171	36.54 %
>lcl|NC_001143.9_cds_NP_013001.1_3564 	924	370	40.04 %
>lcl|NC_001143.9_cds_NP_013002.3_3565 	1113	462	41.51 %
>lcl|NC_001143.9_cds_NP_013003.1_3566 	1092	445	40.75 %
>lcl|NC_001143.9_cds_NP_013004.3_3567 	1758	626	35.61 %
>lcl|NC_001143.9_cds_NP_013005.1_3568 	2517	913	36.27 %
>lcl|NC_001143.9_cds_NP_013006.3_3569 	963	382	39.67 %
>lcl|NC_001143.9_cds_NP_013007.1_3570 	1035	394	38.07 %
>lcl|NC_001143.9_cds_NP_013008.3_3571 	3474	1228	35.35 %
>lcl|NC_001143.9_cds_NP_013009.1_3572 	402	146	36.32 %
>lcl|NC_001143.9_cds_NP_013010.3_3573 	1836	727	39.60 %
>lcl|NC_001143.9_cds_NP_013011.1_3574 	588	262	44.56 %
>lcl|NC_001143.9_cds_NP_013012.3_3575 	3216	1232	38.31 %
>lcl|NC_001143.9_cds_NP_013013.2_3576 	1038	397	38.25 %
>lcl|NC_001143.9_cds_NP_013014.3_3577 	1014	377	37.18 %
>lcl|NC_001143.9_cds_NP_013015.1_3578 	2733	1087	39.77 %
>lcl|NC_001143.9_cds_NP_013016.4_3579 	2121	880	41.49 %
>lcl|NC_001143.9_cds_NP_013017.2_3580 	741	325	43.86 %
>lcl|NC_001143.9_cds_NP_013018.3_3581 	1221	548	44.88 %
>lcl|NC_001143.9_cds_NP_013019.1_3582 	1806	747	41.36 %
>lcl|NC_001143.9_cds_NP_013020.3_3583 	387	155	40.05 %
>lcl|NC_001143.9_cds_NP_013021.1_3584 	5628	1962	34.86 %
>lcl|NC_001143.9_cds_NP_013022.1_3586 	3588	1343	37.43 %
>lcl|NC_001143.9_cds_NP_013023.3_3587 	1650	684	41.45 %
>lcl|NC_001143.9_cds_NP_013024.1_3588 	2154	778	36.12 %
>lcl|NC_001143.9_cds_NP_013025.3_3589 	2436	973	39.94 %
>lcl|NC_001143.9_cds_NP_013026.2_3590 	1068	422	39.51 %
>lcl|NC_001143.9_cds_NP_013027.4_3591 	1965	723	36.79 %
>lcl|NC_001143.9_cds_NP_013028.1_3592 	3510	1545	44.02 %
>lcl|NC_001143.9_cds_NP_013029.3_3593 	3657	1348	36.86 %
>lcl|NC_001143.9_cds_NP_013030.1_3594 	921	335	36.37 %
>lcl|NC_001143.9_cds_NP_013031.3_3595 	1749	703	40.19 %
>lcl|NC_001143.9_cds_NP_013032.1_3596 	1848	744	40.26 %
>lcl|NC_001144.5_cds_NP_013033.1_3597 	3618	1678	46.38 %
>lcl|NC_001144.5_cds_NP_013034.1_3599 	3618	1677	46.35 %
>lcl|NC_001144.5_cds_NP_013036.1_3600 	363	179	49.31 %
>lcl|NC_001144.5_cds_NP_013037.1_3601 	1425	598	41.96 %
>lcl|NC_001144.5_cds_NP_013038.1_3602 	975	393	40.31 %
>lcl|NC_001144.5_cds_NP_013039.1_3603 	1752	749	42.75 %
>lcl|NC_001144.5_cds_NP_013040.1_3604 	702	324	46.15 %
>lcl|NC_001144.5_cds_NP_013042.1_3605 	1728	727	42.07 %
>lcl|NC_001144.5_cds_NP_013043.1_3606 	1239	520	41.97 %
>lcl|NC_001144.5_cds_NP_013044.1_3607 	897	385	42.92 %
>lcl|NC_001144.5_cds_NP_013045.1_3608 	1596	617	38.66 %
>lcl|NC_001144.5_cds_NP_013046.2_3609 	2532	899	35.51 %
>lcl|NC_001144.5_cds_NP_013047.1_3610 	459	211	45.97 %
>lcl|NC_001144.5_cds_NP_013048.1_3611 	450	210	46.67 %
>lcl|NC_001144.5_cds_NP_013049.1_3612 	2139	844	39.46 %
>lcl|NC_001144.5_cds_NP_013050.1_3613 	432	172	39.81 %
>lcl|NC_001144.5_cds_NP_013051.1_3614 	540	204	37.78 %
>lcl|NC_001144.5_cds_NP_013052.1_3615 	4986	1850	37.10 %
>lcl|NC_001144.5_cds_NP_013054.1_3616 	750	250	33.33 %
>lcl|NC_001144.5_cds_NP_013055.1_3617 	771	348	45.14 %
>lcl|NC_001144.5_cds_NP_013057.1_3618 	2010	849	42.24 %
>lcl|NC_001144.5_cds_NP_013058.1_3619 	504	190	37.70 %
>lcl|NC_001144.5_cds_NP_013059.1_3620 	801	338	42.20 %
>lcl|NC_001144.5_cds_NP_013060.1_3621 	9435	3544	37.56 %
>lcl|NC_001144.5_cds_NP_013061.1_3622 	1146	475	41.45 %
>lcl|NC_001144.5_cds_NP_013062.1_3623 	744	346	46.51 %
>lcl|NC_001144.5_cds_NP_013064.1_3624 	1512	615	40.67 %
>lcl|NC_001144.5_cds_NP_013065.1_3625 	1899	741	39.02 %
>lcl|NC_001144.5_cds_NP_013066.1_3626 	2514	981	39.02 %
>lcl|NC_001144.5_cds_NP_013067.1_3627 	693	248	35.79 %
>lcl|NC_001144.5_cds_NP_013068.1_3628 	2478	856	34.54 %
>lcl|NC_001144.5_cds_NP_013069.1_3629 	3054	1142	37.39 %
>lcl|NC_001144.5_cds_NP_001335793.1_3630 	342	119	34.80 %
>lcl|NC_001144.5_cds_NP_013071.1_3631 	2250	961	42.71 %
>lcl|NC_001144.5_cds_NP_013072.1_3632 	1761	788	44.75 %
>lcl|NC_001144.5_cds_NP_013073.1_3633 	753	343	45.55 %
>lcl|NC_001144.5_cds_NP_013074.1_3634 	2727	1094	40.12 %
>lcl|NC_001144.5_cds_NP_013075.1_3635 	375	179	47.73 %
>lcl|NC_001144.5_cds_NP_013076.1_3636 	1920	837	43.59 %
>lcl|NC_001144.5_cds_NP_013077.1_3637 	840	365	43.45 %
>lcl|NC_001144.5_cds_NP_013078.1_3638 	1158	539	46.55 %
>lcl|NC_001144.5_cds_NP_013079.1_3639 	4401	1767	40.15 %
>lcl|NC_001144.5_cds_NP_013081.1_3640 	2214	930	42.01 %
>lcl|NC_001144.5_cds_NP_013083.1_3642 	1674	742	44.32 %
>lcl|NC_001144.5_cds_NP_013086.1_3643 	4680	1724	36.84 %
>lcl|NC_001144.5_cds_NP_013087.1_3644 	327	127	38.84 %
>lcl|NC_001144.5_cds_NP_013088.1_3645 	2640	1079	40.87 %
>lcl|NC_001144.5_cds_NP_013089.1_3646 	1722	716	41.58 %
>lcl|NC_001144.5_cds_NP_013090.1_3647 	1470	560	38.10 %
>lcl|NC_001144.5_cds_NP_013091.1_3648 	1284	540	42.06 %
>lcl|NC_001144.5_cds_NP_013093.1_3650 	2259	925	40.95 %
>lcl|NC_001144.5_cds_NP_013094.1_3651 	1998	716	35.84 %
>lcl|NC_001144.5_cds_NP_013095.1_3653 	1281	489	38.17 %
>lcl|NC_001144.5_cds_NP_013096.1_3654 	2607	864	33.14 %
>lcl|NC_001144.5_cds_NP_013097.1_3655 	1851	656	35.44 %
>lcl|NC_001144.5_cds_NP_013098.1_3656 	2841	1039	36.57 %
>lcl|NC_001144.5_cds_NP_013099.1_3657 	1311	512	39.05 %
>lcl|NC_001144.5_cds_NP_013100.1_3658 	2274	860	37.82 %
>lcl|NC_001144.5_cds_NP_013101.1_3659 	2589	955	36.89 %
>lcl|NC_001144.5_cds_NP_013102.1_3660 	1992	752	37.75 %
>lcl|NC_001144.5_cds_NP_013103.1_3661 	876	297	33.90 %
>lcl|NC_001144.5_cds_NP_013104.1_3662 	1572	630	40.08 %
>lcl|NC_001144.5_cds_NP_013105.1_3663 	1386	565	40.76 %
>lcl|NC_001144.5_cds_NP_013106.1_3664 	2139	885	41.37 %
>lcl|NC_001144.5_cds_NP_013107.1_3665 	1011	419	41.44 %
>lcl|NC_001144.5_cds_NP_013108.1_3666 	507	195	38.46 %
>lcl|NC_001144.5_cds_NP_013109.1_3667 	600	231	38.50 %
>lcl|NC_001144.5_cds_NP_013110.1_3668 	483	172	35.61 %
>lcl|NC_001144.5_cds_NP_013111.1_3669 	576	243	42.19 %
>lcl|NC_001144.5_cds_NP_013113.1_3671 	426	169	39.67 %
>lcl|NC_001144.5_cds_NP_013114.1_3672 	2715	1047	38.56 %
>lcl|NC_001144.5_cds_NP_013115.1_3673 	1518	603	39.72 %
>lcl|NC_001144.5_cds_NP_013116.1_3674 	615	261	42.44 %
>lcl|NC_001144.5_cds_NP_013117.1_3675 	1014	431	42.50 %
>lcl|NC_001144.5_cds_NP_013118.1_3676 	900	394	43.78 %
>lcl|NC_001144.5_cds_NP_013119.1_3677 	1194	514	43.05 %
>lcl|NC_001144.5_cds_NP_013120.1_3678 	1617	619	38.28 %
>lcl|NC_001144.5_cds_NP_013121.1_3679 	540	215	39.81 %
>lcl|NC_001144.5_cds_NP_013122.1_3680 	753	283	37.58 %
>lcl|NC_001144.5_cds_NP_013123.1_3681 	1632	640	39.22 %
>lcl|NC_001144.5_cds_NP_013124.1_3682 	5619	1996	35.52 %
>lcl|NC_001144.5_cds_NP_013125.1_3683 	723	290	40.11 %
>lcl|NC_001144.5_cds_NP_013126.1_3684 	1023	405	39.59 %
>lcl|NC_001144.5_cds_NP_013127.2_3685 	1257	577	45.90 %
>lcl|NC_001144.5_cds_NP_013128.1_3686 	1776	766	43.13 %
>lcl|NC_001144.5_cds_NP_013129.1_3687 	615	266	43.25 %
>lcl|NC_001144.5_cds_NP_013130.1_3688 	792	324	40.91 %
>lcl|NC_001144.5_cds_NP_013131.1_3689 	561	192	34.22 %
>lcl|NC_001144.5_cds_NP_013132.1_3690 	3510	1334	38.01 %
>lcl|NC_001144.5_cds_NP_013133.1_3691 	1509	526	34.86 %
>lcl|NC_001144.5_cds_NP_013134.1_3692 	1422	551	38.75 %
>lcl|NC_001144.5_cds_NP_013135.1_3693 	2088	802	38.41 %
>lcl|NC_001144.5_cds_NP_013136.1_3694 	3468	1301	37.51 %
>lcl|NC_001144.5_cds_NP_013137.1_3695 	612	208	33.99 %
>lcl|NC_001144.5_cds_NP_013138.1_3696 	375	174	46.40 %
>lcl|NC_001144.5_cds_NP_013140.1_3698 	3171	1095	34.53 %
>lcl|NC_001144.5_cds_NP_013141.1_3699 	675	287	42.52 %
>lcl|NC_001144.5_cds_NP_013143.1_3700 	486	192	39.51 %
>lcl|NC_001144.5_cds_NP_013144.1_3701 	312	129	41.35 %
>lcl|NC_001144.5_cds_NP_013145.1_3702 	1692	768	45.39 %
>lcl|NC_001144.5_cds_NP_013146.1_3703 	2667	1056	39.60 %
>lcl|NC_001144.5_cds_NP_013147.1_3704 	813	308	37.88 %
>lcl|NC_001144.5_cds_NP_013148.1_3705 	2061	792	38.43 %
>lcl|NC_001144.5_cds_NP_013149.1_3706 	759	334	44.01 %
>lcl|NC_001144.5_cds_NP_013150.1_3707 	1287	462	35.90 %
>lcl|NC_001144.5_cds_NP_013151.1_3708 	486	199	40.95 %
>lcl|NC_001144.5_cds_NP_013152.1_3709 	654	249	38.07 %
>lcl|NC_001144.5_cds_NP_013153.1_3710 	753	297	39.44 %
>lcl|NC_001144.5_cds_NP_013154.1_3711 	327	121	37.00 %
>lcl|NC_001144.5_cds_NP_013155.2_3712 	2175	835	38.39 %
>lcl|NC_001144.5_cds_NP_013156.1_3713 	1809	862	47.65 %
>lcl|NC_001144.5_cds_NP_013157.1_3714 	1098	473	43.08 %
>lcl|NC_001144.5_cds_NP_013158.1_3715 	2550	970	38.04 %
>lcl|NC_001144.5_cds_NP_013159.1_3716 	1410	602	42.70 %
>lcl|NC_001144.5_cds_NP_013160.1_3717 	810	390	48.15 %
>lcl|NC_001144.5_cds_NP_013161.1_3718 	1788	740	41.39 %
>lcl|NC_001144.5_cds_NP_013162.1_3719 	366	164	44.81 %
>lcl|NC_001144.5_cds_NP_013164.1_3720 	1098	417	37.98 %
>lcl|NC_001144.5_cds_NP_013165.1_3721 	822	299	36.37 %
>lcl|NC_001144.5_cds_NP_013166.1_3722 	546	209	38.28 %
>lcl|NC_001144.5_cds_NP_013167.1_3723 	555	193	34.77 %
>lcl|NC_001144.5_cds_NP_013168.1_3724 	2898	1034	35.68 %
>lcl|NC_001144.5_cds_NP_013169.1_3725 	456	172	37.72 %
>lcl|NC_001144.5_cds_NP_013170.1_3726 	2286	919	40.20 %
>lcl|NC_001144.5_cds_NP_013171.1_3727 	1071	477	44.54 %
>lcl|NC_001144.5_cds_NP_013172.1_3728 	3249	1191	36.66 %
>lcl|NC_001144.5_cds_NP_013173.1_3729 	2082	898	43.13 %
>lcl|NC_001144.5_cds_NP_013174.1_3730 	603	258	42.79 %
>lcl|NC_001144.5_cds_NP_013175.1_3731 	501	239	47.70 %
>lcl|NC_001144.5_cds_NP_013176.1_3732 	666	294	44.14 %
>lcl|NC_001144.5_cds_NP_013178.1_3733 	1752	723	41.27 %
>lcl|NC_001144.5_cds_NP_013179.1_3734 	735	287	39.05 %
>lcl|NC_001144.5_cds_NP_013180.1_3735 	855	369	43.16 %
>lcl|NC_001144.5_cds_NP_013181.1_3736 	1335	516	38.65 %
>lcl|NC_001144.5_cds_NP_013182.1_3737 	1725	727	42.14 %
>lcl|NC_001144.5_cds_NP_013183.1_3738 	1179	431	36.56 %
>lcl|NC_001144.5_cds_NP_013184.1_3739 	2004	760	37.92 %
>lcl|NC_001144.5_cds_NP_013185.1_3740 	3663	1388	37.89 %
>lcl|NC_001144.5_cds_NP_013186.1_3741 	1317	537	40.77 %
>lcl|NC_001144.5_cds_NP_013187.1_3742 	4257	1611	37.84 %
>lcl|NC_001144.5_cds_NP_013188.1_3743 	8877	3327	37.48 %
>lcl|NC_001144.5_cds_NP_013189.1_3744 	1845	695	37.67 %
>lcl|NC_001144.5_cds_NP_013190.1_3745 	1779	722	40.58 %
>lcl|NC_001144.5_cds_NP_013191.1_3746 	1380	606	43.91 %
>lcl|NC_001144.5_cds_NP_013192.1_3747 	882	406	46.03 %
>lcl|NC_001144.5_cds_NP_013193.1_3748 	2682	1118	41.69 %
>lcl|NC_001144.5_cds_NP_013194.2_3749 	762	291	38.19 %
>lcl|NC_001144.5_cds_NP_013195.1_3750 	1509	684	45.33 %
>lcl|NC_001144.5_cds_NP_013196.1_3751 	2439	1033	42.35 %
>lcl|NC_001144.5_cds_NP_013197.1_3752 	3444	1362	39.55 %
>lcl|NC_001144.5_cds_NP_013198.1_3753 	1035	378	36.52 %
>lcl|NC_001144.5_cds_NP_013199.1_3754 	1947	736	37.80 %
>lcl|NC_001144.5_cds_NP_013200.1_3755 	1185	551	46.50 %
>lcl|NC_001144.5_cds_NP_013201.1_3757 	1044	432	41.38 %
>lcl|NC_001144.5_cds_NP_013203.1_3758 	798	333	41.73 %
>lcl|NC_001144.5_cds_NP_013204.1_3759 	1953	749	38.35 %
>lcl|NC_001144.5_cds_NP_013205.1_3760 	396	165	41.67 %
>lcl|NC_001144.5_cds_NP_013206.1_3761 	1134	457	40.30 %
>lcl|NC_001144.5_cds_NP_013207.1_3762 	14733	5555	37.70 %
>lcl|NC_001144.5_cds_NP_013208.1_3763 	1215	446	36.71 %
>lcl|NC_001144.5_cds_NP_013209.1_3764 	1458	552	37.86 %
>lcl|NC_001144.5_cds_NP_013210.1_3765 	531	238	44.82 %
>lcl|NC_001144.5_cds_NP_013211.1_3766 	402	209	51.99 %
>lcl|NC_001144.5_cds_NP_001335794.1_3767 	333	159	47.75 %
>lcl|NC_001144.5_cds_NP_001335795.1_3768 	420	178	42.38 %
>lcl|NC_001144.5_cds_NP_013214.1_3769 	1308	562	42.97 %
>lcl|NC_001144.5_cds_NP_013215.1_3770 	2295	890	38.78 %
>lcl|NC_001144.5_cds_NP_013216.1_3771 	2580	972	37.67 %
>lcl|NC_001144.5_cds_NP_013217.1_3772 	1431	614	42.91 %
>lcl|NC_001144.5_cds_NP_013218.1_3773 	2064	771	37.35 %
>lcl|NC_001144.5_cds_NP_013219.1_3774 	684	272	39.77 %
>lcl|NC_001144.5_cds_NP_013220.1_3775 	642	224	34.89 %
