heder	Length	GC_amont	CG_precent
>lcl|NC_000913.3_cds_NP_416609.1_2089 	825	425	51.52 %
>lcl|NC_000913.3_cds_NP_416610.4_2090 	339	169	49.85 %
>lcl|NC_000913.3_cds_NP_416611.1_2091 	1035	401	38.74 %
>lcl|NC_000913.3_cds_NP_416612.1_2092 	2481	1129	45.51 %
>lcl|NC_000913.3_cds_NP_416613.1_2093 	720	283	39.31 %
>lcl|NC_000913.3_cds_NP_416614.1_2094 	543	220	40.52 %
>lcl|NC_000913.3_cds_NP_416615.1_2095 	282	124	43.97 %
>lcl|NC_000913.3_cds_NP_416616.4_2096 	1110	599	53.96 %
>lcl|NC_000913.3_cds_NP_416617.1_2097 	2034	1079	53.05 %
>lcl|NC_000913.3_cds_YP_009518799.1_2098 	825	378	45.82 %
>lcl|NC_000913.3_cds_NP_416621.1_2099 	3633	1845	50.78 %
>lcl|NC_000913.3_cds_YP_588459.1_2100 	318	123	38.68 %
>lcl|NC_000913.3_cds_NP_416623.2_2101 	1089	592	54.36 %
>lcl|NC_000913.3_cds_NP_416624.1_2102 	2280	1270	55.70 %
>lcl|NC_000913.3_cds_NP_416625.1_2103 	1137	618	54.35 %
>lcl|NC_000913.3_cds_YP_009518800.1_2104 	1845	1012	54.85 %
>lcl|NC_000913.3_cds_NP_416627.2_2105 	462	196	42.42 %
>lcl|NC_000913.3_cds_NP_416628.1_2106 	471	231	49.04 %
>lcl|NC_000913.3_cds_NP_416629.4_2107 	720	355	49.31 %
>lcl|NC_000913.3_cds_NP_416630.1_2108 	1686	853	50.59 %
>lcl|NC_000913.3_cds_NP_416631.1_2109 	732	387	52.87 %
>lcl|NC_000913.3_cds_YP_588460.1_2110 	108	53	49.07 %
>lcl|NC_000913.3_cds_NP_416632.1_2111 	732	421	57.51 %
>lcl|NC_000913.3_cds_NP_416633.1_2112 	927	511	55.12 %
>lcl|NC_000913.3_cds_NP_416634.1_2113 	1158	665	57.43 %
>lcl|NC_000913.3_cds_NP_416635.1_2114 	918	496	54.03 %
>lcl|NC_000913.3_cds_NP_416636.1_2115 	2298	1246	54.22 %
>lcl|NC_000913.3_cds_NP_416637.1_2116 	1716	896	52.21 %
>lcl|NC_000913.3_cds_NP_416638.4_2117 	933	473	50.70 %
>lcl|NC_000913.3_cds_NP_416639.2_2118 	588	315	53.57 %
>lcl|NC_000913.3_cds_NP_416640.2_2119 	579	315	54.40 %
>lcl|NC_000913.3_cds_NP_416641.1_2120 	762	420	55.12 %
>lcl|NC_000913.3_cds_YP_002791249.1_2121 	84	29	34.52 %
>lcl|NC_000913.3_cds_NP_416645.1_2122 	948	514	54.22 %
>lcl|NC_000913.3_cds_NP_416646.1_2123 	399	197	49.37 %
>lcl|NC_000913.3_cds_NP_416647.1_2124 	696	372	53.45 %
>lcl|NC_000913.3_cds_NP_416648.1_2125 	885	484	54.69 %
>lcl|NC_000913.3_cds_NP_416649.1_2126 	720	344	47.78 %
>lcl|NC_000913.3_cds_NP_416650.1_2127 	240	103	42.92 %
>lcl|NC_000913.3_cds_NP_416651.1_2128 	1239	638	51.49 %
>lcl|NC_000913.3_cds_NP_416652.4_2129 	1236	631	51.05 %
>lcl|NC_000913.3_cds_NP_416653.1_2130 	1011	508	50.25 %
>lcl|NC_000913.3_cds_NP_416654.1_2131 	1521	690	45.36 %
>lcl|NC_000913.3_cds_NP_416655.1_2132 	999	510	51.05 %
>lcl|NC_000913.3_cds_NP_416656.1_2133 	1041	546	52.45 %
>lcl|NC_000913.3_cds_NP_416657.1_2134 	1158	630	54.40 %
>lcl|NC_000913.3_cds_NP_416658.1_2135 	669	343	51.27 %
>lcl|NC_000913.3_cds_NP_416659.1_2136 	837	456	54.48 %
>lcl|NC_000913.3_cds_NP_416660.1_2137 	1992	1051	52.76 %
>lcl|NC_000913.3_cds_NP_416661.1_2138 	1470	786	53.47 %
>lcl|NC_000913.3_cds_NP_416662.1_2139 	882	474	53.74 %
>lcl|NC_000913.3_cds_NP_416663.1_2140 	1050	557	53.05 %
>lcl|NC_000913.3_cds_NP_416664.1_2141 	858	450	52.45 %
>lcl|NC_000913.3_cds_NP_416665.1_2142 	1089	564	51.79 %
>lcl|NC_000913.3_cds_NP_416666.1_2143 	1251	631	50.44 %
>lcl|NC_000913.3_cds_NP_416667.1_2144 	942	490	52.02 %
>lcl|NC_000913.3_cds_NP_416668.3_2145 	660	297	45.00 %
>lcl|NC_000913.3_cds_NP_416669.1_2146 	1251	639	51.08 %
>lcl|NC_000913.3_cds_NP_416670.1_2147 	939	467	49.73 %
>lcl|NC_000913.3_cds_NP_416671.1_2148 	942	443	47.03 %
>lcl|NC_000913.3_cds_NP_416672.1_2149 	1692	943	55.73 %
>lcl|NC_000913.3_cds_NP_416673.1_2150 	939	502	53.46 %
>lcl|NC_000913.3_cds_NP_416674.1_2151 	1131	628	55.53 %
>lcl|NC_000913.3_cds_NP_416675.1_2152 	1182	627	53.05 %
>lcl|NC_000913.3_cds_YP_588461.1_2153 	255	142	55.69 %
>lcl|NC_000913.3_cds_NP_416676.4_2154 	573	286	49.91 %
>lcl|NC_000913.3_cds_NP_416677.1_2155 	1467	763	52.01 %
>lcl|NC_000913.3_cds_NP_416678.1_2156 	987	538	54.51 %
>lcl|NC_000913.3_cds_NP_416679.4_2157 	714	315	44.12 %
>lcl|NC_000913.3_cds_NP_416680.1_2158 	567	265	46.74 %
>lcl|NC_000913.3_cds_NP_416681.1_2159 	1557	787	50.55 %
>lcl|NC_000913.3_cds_NP_416682.4_2160 	1815	929	51.18 %
>lcl|NC_000913.3_cds_NP_416683.1_2161 	1095	561	51.23 %
>lcl|NC_000913.3_cds_NP_416684.1_2162 	1026	541	52.73 %
>lcl|NC_000913.3_cds_NP_416685.1_2163 	1590	817	51.38 %
>lcl|NC_000913.3_cds_NP_416686.1_2164 	345	168	48.70 %
>lcl|NC_000913.3_cds_NP_416687.1_2165 	1191	635	53.32 %
>lcl|NC_000913.3_cds_NP_416688.1_2166 	696	368	52.87 %
>lcl|NC_000913.3_cds_NP_416689.1_2167 	1761	936	53.15 %
>lcl|NC_000913.3_cds_NP_416690.1_2168 	285	144	50.53 %
>lcl|NC_000913.3_cds_NP_416691.1_2169 	1008	527	52.28 %
>lcl|NC_000913.3_cds_NP_416692.1_2170 	228	115	50.44 %
>lcl|NC_000913.3_cds_NP_416693.1_2171 	1761	917	52.07 %
>lcl|NC_000913.3_cds_b2190_2172 	2592	1249	48.19 %
>lcl|NC_000913.3_cds_NP_416535.2_2173 	981	540	55.05 %
>lcl|NC_000913.3_cds_NP_416697.1_2174 	648	340	52.47 %
>lcl|NC_000913.3_cds_NP_416698.1_2175 	1053	569	54.04 %
>lcl|NC_000913.3_cds_NP_416699.1_2176 	558	304	54.48 %
>lcl|NC_000913.3_cds_NP_416700.1_2177 	1944	1110	57.10 %
>lcl|NC_000913.3_cds_NP_416701.1_2178 	480	257	53.54 %
>lcl|NC_000913.3_cds_NP_416702.1_2179 	210	120	57.14 %
>lcl|NC_000913.3_cds_NP_416703.1_2180 	738	408	55.28 %
>lcl|NC_000913.3_cds_NP_416704.1_2181 	663	371	55.96 %
>lcl|NC_000913.3_cds_NP_416705.2_2182 	624	349	55.93 %
>lcl|NC_000913.3_cds_NP_416706.1_2183 	603	311	51.58 %
>lcl|NC_000913.3_cds_NP_416707.4_2184 	450	250	55.56 %
>lcl|NC_000913.3_cds_NP_416708.1_2185 	864	483	55.90 %
>lcl|NC_000913.3_cds_NP_416709.1_2186 	696	411	59.05 %
>lcl|NC_000913.3_cds_NP_416710.1_2187 	2487	1396	56.13 %
>lcl|NC_000913.3_cds_NP_416711.1_2188 	264	144	54.55 %
>lcl|NC_000913.3_cds_NP_416712.1_2189 	495	274	55.35 %
>lcl|NC_000913.3_cds_YP_009518801.1_2190 	165	66	40.00 %
>lcl|NC_000913.3_cds_NP_416713.1_2191 	489	242	49.49 %
>lcl|NC_000913.3_cds_NP_416714.1_2192 	1647	890	54.04 %
>lcl|NC_000913.3_cds_NP_416715.1_2193 	1644	878	53.41 %
>lcl|NC_000913.3_cds_NP_416716.1_2194 	651	343	52.69 %
>lcl|NC_000913.3_cds_NP_416717.1_2195 	1065	606	56.90 %
>lcl|NC_000913.3_cds_NP_416718.1_2196 	1056	564	53.41 %
>lcl|NC_000913.3_cds_NP_416719.1_2197 	1104	559	50.63 %
>lcl|NC_000913.3_cds_NP_416720.1_2198 	2673	1320	49.38 %
>lcl|NC_000913.3_cds_NP_416721.1_2199 	651	311	47.77 %
>lcl|NC_000913.3_cds_NP_416722.2_2200 	2850	1451	50.91 %
>lcl|NC_000913.3_cds_NP_416723.1_2201 	1827	887	48.55 %
>lcl|NC_000913.3_cds_NP_416724.1_2202 	1386	679	48.99 %
>lcl|NC_000913.3_cds_NP_416725.1_2203 	663	357	53.85 %
>lcl|NC_000913.3_cds_NP_416726.1_2204 	651	349	53.61 %
>lcl|NC_000913.3_cds_NP_416727.1_2205 	1323	702	53.06 %
>lcl|NC_000913.3_cds_NP_416728.1_2206 	1185	628	53.00 %
>lcl|NC_000913.3_cds_NP_416729.1_2207 	777	408	52.51 %
>lcl|NC_000913.3_cds_NP_416730.1_2208 	1650	901	54.61 %
>lcl|NC_000913.3_cds_NP_416732.4_2209 	624	321	51.44 %
>lcl|NC_000913.3_cds_NP_416733.4_2210 	1689	864	51.15 %
>lcl|NC_000913.3_cds_NP_416734.1_2211 	2628	1419	54.00 %
>lcl|NC_000913.3_cds_NP_416735.1_2212 	723	392	54.22 %
>lcl|NC_000913.3_cds_NP_416736.1_2213 	3753	1928	51.37 %
>lcl|NC_000913.3_cds_YP_009518802.1_2214 	144	61	42.36 %
>lcl|NC_000913.3_cds_NP_416737.1_2215 	2286	1227	53.67 %
>lcl|NC_000913.3_cds_YP_010051189.1_2216 	36	16	44.44 %
>lcl|NC_000913.3_cds_NP_416738.1_2217 	1131	572	50.57 %
>lcl|NC_000913.3_cds_NP_416739.1_2218 	255	143	56.08 %
>lcl|NC_000913.3_cds_NP_416740.1_2219 	651	322	49.46 %
>lcl|NC_000913.3_cds_NP_416742.1_2220 	1077	491	45.59 %
>lcl|NC_000913.3_cds_NP_416743.1_2221 	1359	715	52.61 %
>lcl|NC_000913.3_cds_NP_416744.1_2222 	1629	934	57.34 %
>lcl|NC_000913.3_cds_NP_416745.1_2223 	1260	704	55.87 %
>lcl|NC_000913.3_cds_NP_416746.1_2224 	1191	643	53.99 %
>lcl|NC_000913.3_cds_NP_416747.1_2225 	900	435	48.33 %
>lcl|NC_000913.3_cds_NP_416748.1_2226 	804	431	53.61 %
>lcl|NC_000913.3_cds_NP_416749.4_2227 	1290	680	52.71 %
>lcl|NC_000913.3_cds_NP_416750.2_2228 	1206	629	52.16 %
>lcl|NC_000913.3_cds_NP_416751.1_2229 	783	399	50.96 %
>lcl|NC_000913.3_cds_NP_416752.1_2230 	1203	652	54.20 %
>lcl|NC_000913.3_cds_NP_416753.4_2231 	543	289	53.22 %
>lcl|NC_000913.3_cds_NP_416754.1_2232 	426	203	47.65 %
>lcl|NC_000913.3_cds_NP_416755.1_2233 	603	261	43.28 %
>lcl|NC_000913.3_cds_NP_416756.6_2234 	1158	594	51.30 %
>lcl|NC_000913.3_cds_NP_416757.1_2235 	969	483	49.85 %
>lcl|NC_000913.3_cds_NP_416758.1_2236 	1983	1014	51.13 %
>lcl|NC_000913.3_cds_NP_416759.1_2237 	891	471	52.86 %
>lcl|NC_000913.3_cds_NP_416760.1_2238 	1653	843	51.00 %
>lcl|NC_000913.3_cds_YP_588462.1_2239 	336	180	53.57 %
>lcl|NC_000913.3_cds_NP_416761.4_2240 	387	188	48.58 %
>lcl|NC_000913.3_cds_NP_416762.2_2241 	267	125	46.82 %
>lcl|NC_000913.3_cds_NP_416763.1_2242 	1356	760	56.05 %
>lcl|NC_000913.3_cds_NP_416764.1_2243 	963	568	58.98 %
>lcl|NC_000913.3_cds_NP_416765.1_2244 	858	477	55.59 %
>lcl|NC_000913.3_cds_NP_416766.1_2245 	759	426	56.13 %
>lcl|NC_000913.3_cds_NP_416767.1_2246 	1671	971	58.11 %
>lcl|NC_000913.3_cds_NP_416768.4_2247 	1296	692	53.40 %
>lcl|NC_000913.3_cds_NP_416769.1_2248 	306	159	51.96 %
>lcl|NC_000913.3_cds_NP_416770.1_2249 	462	221	47.84 %
>lcl|NC_000913.3_cds_NP_416771.4_2250 	918	466	50.76 %
>lcl|NC_000913.3_cds_NP_416772.1_2251 	1212	429	35.40 %
>lcl|NC_000913.3_cds_NP_416773.1_2252 	1728	816	47.22 %
>lcl|NC_000913.3_cds_NP_416774.2_2253 	972	438	45.06 %
>lcl|NC_000913.3_cds_NP_416775.1_2254 	504	230	45.63 %
>lcl|NC_000913.3_cds_NP_416776.1_2255 	717	280	39.05 %
>lcl|NC_000913.3_cds_NP_416777.2_2256 	423	170	40.19 %
>lcl|NC_000913.3_cds_NP_416778.2_2257 	849	369	43.46 %
>lcl|NC_000913.3_cds_NP_416779.2_2258 	1458	834	57.20 %
>lcl|NC_000913.3_cds_NP_416780.1_2259 	1530	837	54.71 %
>lcl|NC_000913.3_cds_NP_416781.1_2260 	1842	1053	57.17 %
>lcl|NC_000913.3_cds_NP_416782.1_2261 	303	166	54.79 %
>lcl|NC_000913.3_cds_NP_416783.1_2262 	555	299	53.87 %
>lcl|NC_000913.3_cds_NP_416784.1_2263 	543	295	54.33 %
>lcl|NC_000913.3_cds_NP_416785.1_2264 	978	530	54.19 %
>lcl|NC_000913.3_cds_NP_416786.4_2265 	2727	1538	56.40 %
>lcl|NC_000913.3_cds_NP_416787.1_2266 	1338	752	56.20 %
>lcl|NC_000913.3_cds_NP_416788.1_2267 	501	277	55.29 %
>lcl|NC_000913.3_cds_NP_416789.2_2268 	1791	1001	55.89 %
>lcl|NC_000913.3_cds_NP_416790.1_2269 	663	343	51.73 %
>lcl|NC_000913.3_cds_NP_416791.3_2270 	444	237	53.38 %
>lcl|NC_000913.3_cds_NP_416792.1_2271 	939	467	49.73 %
>lcl|NC_000913.3_cds_NP_416793.1_2272 	1218	615	50.49 %
>lcl|NC_000913.3_cds_NP_416794.1_2273 	600	296	49.33 %
>lcl|NC_000913.3_cds_NP_416795.1_2274 	1833	958	52.26 %
>lcl|NC_000913.3_cds_NP_416796.2_2275 	651	368	56.53 %
>lcl|NC_000913.3_cds_NP_416797.2_2276 	495	236	47.68 %
>lcl|NC_000913.3_cds_NP_416798.1_2277 	456	232	50.88 %
>lcl|NC_000913.3_cds_NP_416799.1_2278 	1203	628	52.20 %
>lcl|NC_000913.3_cds_NP_416800.1_2279 	2145	1191	55.52 %
>lcl|NC_000913.3_cds_NP_416801.2_2280 	1521	792	52.07 %
>lcl|NC_000913.3_cds_NP_416802.1_2281 	543	289	53.22 %
>lcl|NC_000913.3_cds_NP_416803.3_2282 	555	288	51.89 %
>lcl|NC_000913.3_cds_NP_416804.1_2283 	645	333	51.63 %
>lcl|NC_000913.3_cds_NP_416805.1_2284 	648	333	51.39 %
>lcl|NC_000913.3_cds_NP_416806.1_2285 	363	163	44.90 %
>lcl|NC_000913.3_cds_NP_416807.1_2286 	894	491	54.92 %
>lcl|NC_000913.3_cds_NP_416808.1_2287 	891	406	45.57 %
>lcl|NC_000913.3_cds_NP_416809.1_2288 	774	402	51.94 %
>lcl|NC_000913.3_cds_NP_416810.1_2289 	717	356	49.65 %
>lcl|NC_000913.3_cds_NP_416811.1_2290 	687	361	52.55 %
>lcl|NC_000913.3_cds_NP_416812.1_2291 	783	382	48.79 %
>lcl|NC_000913.3_cds_NP_416813.1_2292 	783	393	50.19 %
>lcl|NC_000913.3_cds_NP_416814.1_2293 	570	303	53.16 %
>lcl|NC_000913.3_cds_NP_416815.1_2294 	1518	803	52.90 %
>lcl|NC_000913.3_cds_NP_416816.1_2295 	489	240	49.08 %
>lcl|NC_000913.3_cds_NP_416817.2_2296 	663	378	57.01 %
>lcl|NC_000913.3_cds_NP_416818.1_2297 	1269	711	56.03 %
>lcl|NC_000913.3_cds_NP_416819.1_2298 	915	507	55.41 %
>lcl|NC_000913.3_cds_NP_416820.1_2299 	660	323	48.94 %
>lcl|NC_000913.3_cds_NP_416821.1_2300 	813	450	55.35 %
>lcl|NC_000913.3_cds_NP_416822.1_2301 	1014	557	54.93 %
>lcl|NC_000913.3_cds_NP_416823.1_2302 	1137	603	53.03 %
>lcl|NC_000913.3_cds_NP_416824.1_2303 	996	518	52.01 %
>lcl|NC_000913.3_cds_NP_416825.1_2304 	1179	667	56.57 %
>lcl|NC_000913.3_cds_NP_416826.1_2305 	1221	691	56.59 %
>lcl|NC_000913.3_cds_NP_416827.4_2306 	2007	1061	52.86 %
>lcl|NC_000913.3_cds_NP_416828.1_2307 	279	147	52.69 %
>lcl|NC_000913.3_cds_NP_416829.1_2308 	549	276	50.27 %
>lcl|NC_000913.3_cds_NP_416830.1_2309 	810	427	52.72 %
>lcl|NC_000913.3_cds_NP_416831.1_2310 	825	457	55.39 %
>lcl|NC_000913.3_cds_NP_416832.1_2311 	1086	616	56.72 %
>lcl|NC_000913.3_cds_NP_416833.4_2312 	933	490	52.52 %
>lcl|NC_000913.3_cds_NP_416834.1_2313 	552	294	53.26 %
>lcl|NC_000913.3_cds_NP_416835.2_2314 	822	374	45.50 %
>lcl|NC_000913.3_cds_NP_416836.1_2315 	540	263	48.70 %
>lcl|NC_000913.3_cds_NP_416837.1_2316 	489	228	46.63 %
>lcl|NC_000913.3_cds_NP_416838.1_2317 	513	252	49.12 %
>lcl|NC_000913.3_cds_NP_416839.1_2318 	753	384	51.00 %
>lcl|NC_000913.3_cds_NP_416841.1_2319 	564	260	46.10 %
>lcl|NC_000913.3_cds_NP_416842.1_2320 	486	259	53.29 %
>lcl|NC_000913.3_cds_NP_416843.1_2321 	2145	1121	52.26 %
>lcl|NC_000913.3_cds_NP_416844.1_2322 	1311	732	55.84 %
>lcl|NC_000913.3_cds_NP_416845.2_2323 	285	147	51.58 %
>lcl|NC_000913.3_cds_NP_416846.2_2324 	1341	668	49.81 %
>lcl|NC_000913.3_cds_NP_416847.1_2325 	1059	376	35.51 %
>lcl|NC_000913.3_cds_NP_416848.1_2326 	756	392	51.85 %
>lcl|NC_000913.3_cds_NP_416849.1_2327 	933	453	48.55 %
>lcl|NC_000913.3_cds_NP_416850.1_2328 	1158	553	47.75 %
>lcl|NC_000913.3_cds_NP_416851.1_2329 	363	167	46.01 %
>lcl|NC_000913.3_cds_NP_416852.1_2330 	921	364	39.52 %
>lcl|NC_000913.3_cds_NP_416853.1_2331 	1332	367	27.55 %
>lcl|NC_000913.3_cds_YP_010051190.1_2332 	147	55	37.41 %
>lcl|NC_000913.3_cds_NP_416855.1_2333 	441	201	45.58 %
>lcl|NC_000913.3_cds_YP_009518803.1_2334 	276	145	52.54 %
>lcl|NC_000913.3_cds_NP_416858.1_2335 	495	269	54.34 %
>lcl|NC_000913.3_cds_YP_009518804.1_2336 	369	207	56.10 %
>lcl|NC_000913.3_cds_NP_416860.4_2337 	363	182	50.14 %
>lcl|NC_000913.3_cds_NP_416861.1_2338 	825	377	45.70 %
>lcl|NC_000913.3_cds_NP_416862.2_2339 	537	248	46.18 %
>lcl|NC_000913.3_cds_NP_416863.1_2340 	363	171	47.11 %
>lcl|NC_000913.3_cds_NP_416864.1_2341 	306	131	42.81 %
>lcl|NC_000913.3_cds_YP_009518805.1_2342 	141	61	43.26 %
>lcl|NC_000913.3_cds_YP_588463.1_2343 	201	88	43.78 %
>lcl|NC_000913.3_cds_NP_416865.1_2344 	936	450	48.08 %
>lcl|NC_000913.3_cds_NP_416866.1_2345 	1338	652	48.73 %
>lcl|NC_000913.3_cds_NP_416867.1_2346 	1329	676	50.87 %
>lcl|NC_000913.3_cds_NP_416868.1_2347 	1539	641	41.65 %
>lcl|NC_000913.3_cds_NP_416869.1_2348 	1164	488	41.92 %
>lcl|NC_000913.3_cds_YP_010051191.1_2349 	30	10	33.33 %
>lcl|NC_000913.3_cds_NP_416870.1_2350 	615	246	40.00 %
>lcl|NC_000913.3_cds_NP_416871.1_2351 	3594	1467	40.82 %
>lcl|NC_000913.3_cds_NP_416872.4_2352 	1146	521	45.46 %
>lcl|NC_000913.3_cds_NP_416873.1_2353 	945	423	44.76 %
>lcl|NC_000913.3_cds_NP_416874.1_2354 	1695	790	46.61 %
>lcl|NC_000913.3_cds_NP_416875.1_2355 	1251	589	47.08 %
>lcl|NC_000913.3_cds_NP_416876.1_2356 	636	294	46.23 %
>lcl|NC_000913.3_cds_NP_416877.1_2357 	276	111	40.22 %
>lcl|NC_000913.3_cds_NP_416878.1_2358 	243	117	48.15 %
>lcl|NC_000913.3_cds_NP_416879.4_2359 	921	474	51.47 %
>lcl|NC_000913.3_cds_YP_002791250.1_2360 	72	28	38.89 %
>lcl|NC_000913.3_cds_NP_416880.1_2361 	1239	681	54.96 %
>lcl|NC_000913.3_cds_NP_416881.1_2362 	1698	873	51.41 %
>lcl|NC_000913.3_cds_NP_416882.1_2363 	735	349	47.48 %
>lcl|NC_000913.3_cds_NP_416883.1_2364 	858	460	53.61 %
>lcl|NC_000913.3_cds_NP_416884.1_2365 	2496	1378	55.21 %
>lcl|NC_000913.3_cds_NP_416885.1_2366 	1038	605	58.29 %
>lcl|NC_000913.3_cds_NP_416886.1_2367 	1086	617	56.81 %
>lcl|NC_000913.3_cds_NP_416887.1_2368 	1248	678	54.33 %
>lcl|NC_000913.3_cds_NP_416888.1_2369 	327	168	51.38 %
>lcl|NC_000913.3_cds_NP_416889.1_2370 	966	498	51.55 %
>lcl|NC_000913.3_cds_NP_416890.1_2371 	1257	677	53.86 %
>lcl|NC_000913.3_cds_NP_416891.1_2372 	327	177	54.13 %
>lcl|NC_000913.3_cds_NP_416893.1_2373 	1239	660	53.27 %
>lcl|NC_000913.3_cds_YP_010283913.1_2374 	90	34	37.78 %
>lcl|NC_000913.3_cds_NP_416894.1_2375 	1203	600	49.88 %
>lcl|NC_000913.3_cds_NP_416895.2_2376 	1113	578	51.93 %
>lcl|NC_000913.3_cds_NP_416896.4_2377 	2190	1073	49.00 %
>lcl|NC_000913.3_cds_NP_416897.2_2378 	345	173	50.14 %
>lcl|NC_000913.3_cds_NP_416898.3_2379 	393	181	46.06 %
>lcl|NC_000913.3_cds_NP_416899.1_2380 	1416	744	52.54 %
>lcl|NC_000913.3_cds_NP_416900.1_2381 	885	447	50.51 %
>lcl|NC_000913.3_cds_NP_416901.1_2382 	1257	604	48.05 %
>lcl|NC_000913.3_cds_NP_416902.1_2383 	834	431	51.68 %
>lcl|NC_000913.3_cds_NP_416903.1_2384 	765	346	45.23 %
>lcl|NC_000913.3_cds_NP_416904.1_2385 	927	500	53.94 %
>lcl|NC_000913.3_cds_NP_416905.1_2386 	999	517	51.75 %
>lcl|NC_000913.3_cds_YP_588464.1_2387 	219	113	51.60 %
>lcl|NC_000913.3_cds_NP_416906.1_2388 	2016	1097	54.41 %
>lcl|NC_000913.3_cds_NP_416907.1_2389 	987	544	55.12 %
>lcl|NC_000913.3_cds_NP_416908.1_2390 	762	382	50.13 %
>lcl|NC_000913.3_cds_NP_416909.1_2391 	972	489	50.31 %
>lcl|NC_000913.3_cds_NP_416910.1_2392 	258	131	50.78 %
>lcl|NC_000913.3_cds_NP_416911.1_2393 	1728	858	49.65 %
>lcl|NC_000913.3_cds_NP_416912.1_2394 	510	241	47.25 %
>lcl|NC_000913.3_cds_NP_416913.1_2395 	852	445	52.23 %
>lcl|NC_000913.3_cds_NP_416914.1_2396 	375	174	46.40 %
>lcl|NC_000913.3_cds_NP_416915.1_2397 	735	288	39.18 %
>lcl|NC_000913.3_cds_NP_416916.1_2398 	912	515	56.47 %
>lcl|NC_000913.3_cds_NP_416917.1_2399 	1098	644	58.65 %
>lcl|NC_000913.3_cds_YP_026168.2_2400 	876	496	56.62 %
>lcl|NC_000913.3_cds_NP_416919.1_2401 	834	469	56.24 %
>lcl|NC_000913.3_cds_NP_416920.1_2402 	1017	547	53.79 %
>lcl|NC_000913.3_cds_NP_416921.4_2403 	792	438	55.30 %
>lcl|NC_000913.3_cds_NP_416922.1_2404 	858	443	51.63 %
>lcl|NC_000913.3_cds_NP_416923.1_2405 	897	480	53.51 %
>lcl|NC_000913.3_cds_NP_416924.1_2406 	1425	806	56.56 %
>lcl|NC_000913.3_cds_NP_416925.2_2407 	1305	677	51.88 %
>lcl|NC_000913.3_cds_NP_416926.4_2408 	900	504	56.00 %
>lcl|NC_000913.3_cds_NP_416927.1_2409 	576	293	50.87 %
>lcl|NC_000913.3_cds_NP_416928.4_2410 	450	238	52.89 %
>lcl|NC_000913.3_cds_NP_416929.4_2411 	426	220	51.64 %
>lcl|NC_000913.3_cds_NP_416930.1_2412 	870	433	49.77 %
>lcl|NC_000913.3_cds_NP_416931.1_2413 	900	492	54.67 %
>lcl|NC_000913.3_cds_NP_416932.1_2414 	1053	562	53.37 %
>lcl|NC_000913.3_cds_NP_416933.4_2415 	501	291	58.08 %
>lcl|NC_000913.3_cds_NP_416934.1_2416 	660	372	56.36 %
>lcl|NC_000913.3_cds_NP_416935.1_2417 	888	503	56.64 %
>lcl|NC_000913.3_cds_NP_416936.4_2418 	1362	758	55.65 %
>lcl|NC_000913.3_cds_NP_416937.2_2419 	1209	649	53.68 %
>lcl|NC_000913.3_cds_NP_416938.1_2420 	642	285	44.39 %
>lcl|NC_000913.3_cds_NP_416939.1_2421 	246	120	48.78 %
>lcl|NC_000913.3_cds_NP_416940.2_2422 	369	172	46.61 %
>lcl|NC_000913.3_cds_NP_416941.1_2423 	417	204	48.92 %
>lcl|NC_000913.3_cds_NP_416942.1_2424 	594	311	52.36 %
>lcl|NC_000913.3_cds_NP_416943.2_2425 	378	163	43.12 %
>lcl|NC_000913.3_cds_NP_416944.1_2426 	393	173	44.02 %
>lcl|NC_000913.3_cds_NP_416945.2_2427 	810	409	50.49 %
>lcl|NC_000913.3_cds_NP_416946.1_2428 	1404	830	59.12 %
>lcl|NC_000913.3_cds_NP_416947.1_2429 	1227	677	55.18 %
>lcl|NC_000913.3_cds_NP_416948.4_2430 	1188	696	58.59 %
>lcl|NC_000913.3_cds_NP_416949.1_2431 	837	491	58.66 %
>lcl|NC_000913.3_cds_NP_416950.1_2432 	1404	802	57.12 %
>lcl|NC_000913.3_cds_NP_416951.1_2433 	288	153	53.12 %
>lcl|NC_000913.3_cds_NP_416952.2_2434 	294	171	58.16 %
>lcl|NC_000913.3_cds_NP_416953.1_2435 	1017	592	58.21 %
>lcl|NC_000913.3_cds_NP_416954.1_2436 	804	471	58.58 %
>lcl|NC_000913.3_cds_NP_416955.1_2437 	702	393	55.98 %
>lcl|NC_000913.3_cds_NP_416956.1_2438 	480	239	49.79 %
>lcl|NC_000913.3_cds_NP_416957.4_2439 	336	170	50.60 %
>lcl|NC_000913.3_cds_NP_416958.1_2440 	2280	1234	54.12 %
>lcl|NC_000913.3_cds_NP_416959.1_2441 	951	478	50.26 %
>lcl|NC_000913.3_cds_NP_416960.1_2442 	2004	1095	54.64 %
>lcl|NC_000913.3_cds_NP_416961.1_2443 	1044	570	54.60 %
>lcl|NC_000913.3_cds_NP_416962.1_2444 	576	280	48.61 %
>lcl|NC_000913.3_cds_NP_416963.1_2445 	1980	1103	55.71 %
>lcl|NC_000913.3_cds_NP_416964.1_2446 	1701	878	51.62 %
>lcl|NC_000913.3_cds_NP_416965.1_2447 	3114	1696	54.46 %
>lcl|NC_000913.3_cds_YP_001165325.1_2448 	60	23	38.33 %
>lcl|NC_000913.3_cds_NP_416966.1_2449 	357	167	46.78 %
>lcl|NC_000913.3_cds_NP_416967.1_2450 	1128	603	53.46 %
>lcl|NC_000913.3_cds_YP_588465.1_2451 	201	97	48.26 %
