heder	Length	GC_amont	CG_precent
>ENST00000456706.6 cds chromosome	344	209	60.76 %
>ENST00000528936.5 cds chromosome	310	188	60.65 %
>ENST00000860084.1 cds chromosome	972	629	64.71 %
>ENST00000860085.1 cds chromosome	960	621	64.69 %
>ENST00000860086.1 cds chromosome	972	629	64.71 %
>ENST00000860087.1 cds chromosome	1047	683	65.23 %
>ENST00000860088.1 cds chromosome	972	629	64.71 %
>ENST00000860089.1 cds chromosome	972	629	64.71 %
>ENST00000860090.1 cds chromosome	960	621	64.69 %
>ENST00000860091.1 cds chromosome	972	629	64.71 %
>ENST00000860092.1 cds chromosome	972	629	64.71 %
>ENST00000860093.1 cds chromosome	960	621	64.69 %
>ENST00000860094.1 cds chromosome	972	629	64.71 %
>ENST00000860095.1 cds chromosome	960	621	64.69 %
>ENST00000937623.1 cds chromosome	972	629	64.71 %
>ENST00000937624.1 cds chromosome	972	629	64.71 %
>ENST00000937625.1 cds chromosome	912	593	65.02 %
>ENST00000937626.1 cds chromosome	972	629	64.71 %
>ENST00000937627.1 cds chromosome	972	629	64.71 %
>ENST00000937628.1 cds chromosome	972	629	64.71 %
>ENST00000937629.1 cds chromosome	960	621	64.69 %
>ENST00000937630.1 cds chromosome	972	629	64.71 %
>ENST00000937631.1 cds chromosome	972	629	64.71 %
>ENST00000937632.1 cds chromosome	972	629	64.71 %
>ENST00000948529.1 cds chromosome	972	629	64.71 %
>ENST00000948530.1 cds chromosome	972	629	64.71 %
>ENST00000948531.1 cds chromosome	984	638	64.84 %
>ENST00000948532.1 cds chromosome	960	621	64.69 %
>ENST00000948533.1 cds chromosome	972	629	64.71 %
>ENST00000270460.11 cds chromosome	1731	1163	67.19 %
>ENST00000085079.11 cds chromosome	1653	1112	67.27 %
>ENST00000411543.6 cds chromosome	1989	1321	66.42 %
>ENST00000870063.1 cds chromosome	1728	1161	67.19 %
>ENST00000870064.1 cds chromosome	1731	1163	67.19 %
>ENST00000870065.1 cds chromosome	1653	1112	67.27 %
>ENST00000870066.1 cds chromosome	1653	1112	67.27 %
>ENST00000870067.1 cds chromosome	1731	1163	67.19 %
>ENST00000870068.1 cds chromosome	1731	1163	67.19 %
>ENST00000870069.1 cds chromosome	1728	1161	67.19 %
>ENST00000870070.1 cds chromosome	1656	1114	67.27 %
>ENST00000870071.1 cds chromosome	1623	1082	66.67 %
>ENST00000870072.1 cds chromosome	1728	1161	67.19 %
>ENST00000870073.1 cds chromosome	1656	1114	67.27 %
>ENST00000870074.1 cds chromosome	1518	1010	66.53 %
>ENST00000870075.1 cds chromosome	1572	1074	68.32 %
>ENST00000870076.1 cds chromosome	1731	1163	67.19 %
>ENST00000870077.1 cds chromosome	1728	1161	67.19 %
>ENST00000870078.1 cds chromosome	1731	1163	67.19 %
>ENST00000870079.1 cds chromosome	1731	1163	67.19 %
>ENST00000870080.1 cds chromosome	1728	1161	67.19 %
>ENST00000870081.1 cds chromosome	1731	1163	67.19 %
>ENST00000870082.1 cds chromosome	1731	1163	67.19 %
>ENST00000870083.1 cds chromosome	1728	1161	67.19 %
>ENST00000870084.1 cds chromosome	1728	1161	67.19 %
>ENST00000870085.1 cds chromosome	1731	1163	67.19 %
>ENST00000870086.1 cds chromosome	1731	1163	67.19 %
>ENST00000870087.1 cds chromosome	1725	1159	67.19 %
>ENST00000870088.1 cds chromosome	1728	1161	67.19 %
>ENST00000870089.1 cds chromosome	1728	1161	67.19 %
>ENST00000870090.1 cds chromosome	1569	1072	68.32 %
>ENST00000870091.1 cds chromosome	1728	1161	67.19 %
>ENST00000870092.1 cds chromosome	1731	1163	67.19 %
>ENST00000870093.1 cds chromosome	1731	1163	67.19 %
>ENST00000870094.1 cds chromosome	1728	1161	67.19 %
>ENST00000870095.1 cds chromosome	1728	1161	67.19 %
>ENST00000870096.1 cds chromosome	1728	1161	67.19 %
>ENST00000870097.1 cds chromosome	1725	1159	67.19 %
>ENST00000870098.1 cds chromosome	1728	1161	67.19 %
>ENST00000870099.1 cds chromosome	1728	1161	67.19 %
>ENST00000870100.1 cds chromosome	1653	1112	67.27 %
>ENST00000870101.1 cds chromosome	1731	1163	67.19 %
>ENST00000870102.1 cds chromosome	1656	1114	67.27 %
>ENST00000870103.1 cds chromosome	1728	1161	67.19 %
>ENST00000870104.1 cds chromosome	1731	1163	67.19 %
>ENST00000870105.1 cds chromosome	1728	1161	67.19 %
>ENST00000870106.1 cds chromosome	1731	1163	67.19 %
>ENST00000870107.1 cds chromosome	1731	1163	67.19 %
>ENST00000870108.1 cds chromosome	1728	1161	67.19 %
>ENST00000870109.1 cds chromosome	1731	1163	67.19 %
>ENST00000870110.1 cds chromosome	1728	1161	67.19 %
>ENST00000870111.1 cds chromosome	1731	1163	67.19 %
>ENST00000870112.1 cds chromosome	1728	1161	67.19 %
>ENST00000870113.1 cds chromosome	1728	1161	67.19 %
>ENST00000870114.1 cds chromosome	1731	1163	67.19 %
>ENST00000870115.1 cds chromosome	1728	1161	67.19 %
>ENST00000870116.1 cds chromosome	1731	1163	67.19 %
>ENST00000870117.1 cds chromosome	1728	1161	67.19 %
>ENST00000870118.1 cds chromosome	1731	1163	67.19 %
>ENST00000870119.1 cds chromosome	1731	1163	67.19 %
>ENST00000870120.1 cds chromosome	1140	747	65.53 %
>ENST00000935736.1 cds chromosome	1728	1161	67.19 %
>ENST00000935737.1 cds chromosome	1728	1161	67.19 %
>ENST00000935738.1 cds chromosome	1656	1114	67.27 %
>ENST00000935739.1 cds chromosome	1731	1163	67.19 %
>ENST00000935740.1 cds chromosome	1731	1163	67.19 %
>ENST00000935741.1 cds chromosome	1653	1112	67.27 %
>ENST00000935742.1 cds chromosome	1728	1161	67.19 %
>ENST00000935743.1 cds chromosome	1731	1163	67.19 %
>ENST00000935744.1 cds chromosome	1650	1110	67.27 %
>ENST00000935745.1 cds chromosome	1728	1161	67.19 %
>ENST00000953604.1 cds chromosome	1650	1110	67.27 %
>ENST00000953605.1 cds chromosome	1653	1112	67.27 %
>ENST00000953606.1 cds chromosome	1620	1087	67.10 %
>ENST00000953607.1 cds chromosome	1569	1072	68.32 %
>ENST00000953608.1 cds chromosome	1731	1163	67.19 %
>ENST00000953609.1 cds chromosome	1653	1112	67.27 %
>ENST00000953610.1 cds chromosome	1656	1114	67.27 %
>ENST00000953611.1 cds chromosome	1473	981	66.60 %
>ENST00000953612.1 cds chromosome	1656	1114	67.27 %
>ENST00000953613.1 cds chromosome	1725	1159	67.19 %
>ENST00000953614.1 cds chromosome	1134	745	65.70 %
>ENST00000953615.1 cds chromosome	1656	1114	67.27 %
>ENST00000953616.1 cds chromosome	1731	1163	67.19 %
>ENST00000953617.1 cds chromosome	1731	1163	67.19 %
>ENST00000953618.1 cds chromosome	1731	1163	67.19 %
>ENST00000953619.1 cds chromosome	1656	1114	67.27 %
>ENST00000953620.1 cds chromosome	1653	1112	67.27 %
>ENST00000380265.9 cds chromosome	2961	1334	45.05 %
>ENST00000264346.12 cds chromosome	3069	1370	44.64 %
>ENST00000502870.1 cds chromosome	558	309	55.38 %
>ENST00000896954.1 cds chromosome	3108	1391	44.76 %
>ENST00000896955.1 cds chromosome	2832	1263	44.60 %
>ENST00000896956.1 cds chromosome	3117	1389	44.56 %
>ENST00000896957.1 cds chromosome	2793	1262	45.18 %
>ENST00000955919.1 cds chromosome	3072	1372	44.66 %
>ENST00000955920.1 cds chromosome	3066	1368	44.62 %
>ENST00000346932.9 cds chromosome	2430	1552	63.87 %
>ENST00000350527.7 cds chromosome	2562	1608	62.76 %
>ENST00000308713.9 cds chromosome	2733	1740	63.67 %
>ENST00000537485.5 cds chromosome	2640	1675	63.45 %
>ENST00000617533.5 cds chromosome	2772	1760	63.49 %
>ENST00000563118.1 cds chromosome	910	585	64.29 %
>ENST00000876145.1 cds chromosome	2391	1532	64.07 %
>ENST00000876146.1 cds chromosome	2523	1588	62.94 %
>ENST00000876147.1 cds chromosome	2580	1641	63.60 %
>ENST00000876148.1 cds chromosome	2370	1489	62.83 %
>ENST00000876149.1 cds chromosome	2220	1400	63.06 %
>ENST00000876150.1 cds chromosome	2181	1380	63.27 %
>ENST00000932930.1 cds chromosome	2349	1494	63.60 %
>ENST00000948744.1 cds chromosome	2028	1281	63.17 %
>ENST00000948745.1 cds chromosome	2751	1748	63.54 %
>ENST00000358912.5 cds chromosome	1257	559	44.47 %
>ENST00000903228.1 cds chromosome	1326	585	44.12 %
>ENST00000903229.1 cds chromosome	1254	557	44.42 %
>ENST00000903230.1 cds chromosome	1257	559	44.47 %
>ENST00000903231.1 cds chromosome	1257	559	44.47 %
>ENST00000924985.1 cds chromosome	858	385	44.87 %
>ENST00000924986.1 cds chromosome	1278	565	44.21 %
>ENST00000924987.1 cds chromosome	1155	516	44.68 %
>ENST00000924988.1 cds chromosome	1257	559	44.47 %
>ENST00000924989.1 cds chromosome	1257	559	44.47 %
>ENST00000942852.1 cds chromosome	1257	559	44.47 %
>ENST00000942853.1 cds chromosome	1257	559	44.47 %
>ENST00000942854.1 cds chromosome	1254	557	44.42 %
>ENST00000356921.7 cds chromosome	2766	1437	51.95 %
>ENST00000381269.6 cds chromosome	2784	1447	51.98 %
>ENST00000494208.5 cds chromosome	1863	939	50.40 %
>ENST00000216568.11 cds chromosome	897	503	56.08 %
>ENST00000705391.1 cds chromosome	2766	1437	51.95 %
>ENST00000394330.6 cds chromosome	855	484	56.61 %
>ENST00000534137.5 cds chromosome	2775	1443	52.00 %
>ENST00000528359.6 cds chromosome	2778	1442	51.91 %
>ENST00000533541.1 cds chromosome	633	326	51.50 %
>ENST00000966025.1 cds chromosome	2781	1445	51.96 %
>ENST00000966026.1 cds chromosome	2763	1435	51.94 %
>ENST00000966027.1 cds chromosome	2766	1434	51.84 %
>ENST00000966028.1 cds chromosome	2766	1437	51.95 %
>ENST00000559729.5 cds chromosome	390	163	41.79 %
>ENST00000558134.5 cds chromosome	558	240	43.01 %
>ENST00000560266.5 cds chromosome	495	205	41.41 %
>ENST00000268220.12 cds chromosome	540	222	41.11 %
>ENST00000558217.5 cds chromosome	408	164	40.20 %
>ENST00000455959.7 cds chromosome	462	187	40.48 %
>ENST00000560409.5 cds chromosome	492	211	42.89 %
>ENST00000558196.1 cds chromosome	319	131	41.07 %
>ENST00000924496.1 cds chromosome	534	218	40.82 %
>ENST00000924499.1 cds chromosome	444	183	41.22 %
>ENST00000967089.1 cds chromosome	525	227	43.24 %
>ENST00000262990.9 cds chromosome	963	419	43.51 %
>ENST00000512809.5 cds chromosome	688	298	43.31 %
>ENST00000503649.5 cds chromosome	419	187	44.63 %
>ENST00000512738.5 cds chromosome	459	201	43.79 %
>ENST00000909781.1 cds chromosome	765	327	42.75 %
>ENST00000955956.1 cds chromosome	963	419	43.51 %
>ENST00000955957.1 cds chromosome	963	419	43.51 %
>ENST00000955958.1 cds chromosome	963	419	43.51 %
>ENST00000955959.1 cds chromosome	963	419	43.51 %
>ENST00000955960.1 cds chromosome	960	417	43.44 %
>ENST00000955961.1 cds chromosome	960	417	43.44 %
>ENST00000955962.1 cds chromosome	963	419	43.51 %
>ENST00000955963.1 cds chromosome	858	379	44.17 %
>ENST00000955964.1 cds chromosome	963	419	43.51 %
>ENST00000955965.1 cds chromosome	960	417	43.44 %
>ENST00000955966.1 cds chromosome	960	417	43.44 %
>ENST00000955967.1 cds chromosome	963	419	43.51 %
>ENST00000955968.1 cds chromosome	684	292	42.69 %
>ENST00000955969.1 cds chromosome	858	376	43.82 %
>ENST00000955970.1 cds chromosome	876	374	42.69 %
>ENST00000955971.1 cds chromosome	960	417	43.44 %
>ENST00000955972.1 cds chromosome	963	419	43.51 %
>ENST00000506959.5 cds chromosome	542	269	49.63 %
>ENST00000506817.1 cds chromosome	315	191	60.63 %
>ENST00000379982.8 cds chromosome	1836	811	44.17 %
>ENST00000502541.1 cds chromosome	312	117	37.50 %
>ENST00000504179.5 cds chromosome	729	326	44.72 %
>ENST00000510313.1 cds chromosome	519	232	44.70 %
>ENST00000503737.1 cds chromosome	354	156	44.07 %
>ENST00000890087.1 cds chromosome	1203	550	45.72 %
>ENST00000890088.1 cds chromosome	1467	656	44.72 %
>ENST00000958070.1 cds chromosome	1326	589	44.42 %
>ENST00000448413.5 cds chromosome	1281	688	53.71 %
>ENST00000272902.10 cds chromosome	1125	629	55.91 %
>ENST00000383843.9 cds chromosome	1050	595	56.67 %
>ENST00000458465.6 cds chromosome	729	414	56.79 %
>ENST00000405420.2 cds chromosome	1065	598	56.15 %
>ENST00000881800.1 cds chromosome	804	448	55.72 %
>ENST00000881801.1 cds chromosome	876	518	59.13 %
>ENST00000881802.1 cds chromosome	951	552	58.04 %
>ENST00000881803.1 cds chromosome	690	395	57.25 %
>ENST00000933293.1 cds chromosome	990	564	56.97 %
>ENST00000948920.1 cds chromosome	630	364	57.78 %
>ENST00000948921.1 cds chromosome	1071	609	56.86 %
>ENST00000948922.1 cds chromosome	1146	640	55.85 %
>ENST00000508780.5 cds chromosome	321	158	49.22 %
>ENST00000237858.11 cds chromosome	321	158	49.22 %
>ENST00000379979.8 cds chromosome	321	158	49.22 %
>ENST00000505427.1 cds chromosome	321	158	49.22 %
>ENST00000512469.2 cds chromosome	321	158	49.22 %
>ENST00000907620.1 cds chromosome	321	158	49.22 %
>ENST00000907621.1 cds chromosome	321	158	49.22 %
>ENST00000907622.1 cds chromosome	321	158	49.22 %
>ENST00000938002.1 cds chromosome	321	158	49.22 %
>ENST00000938003.1 cds chromosome	321	158	49.22 %
>ENST00000938004.1 cds chromosome	321	158	49.22 %
>ENST00000938005.1 cds chromosome	321	158	49.22 %
>ENST00000958151.1 cds chromosome	321	158	49.22 %
>ENST00000508645.5 cds chromosome	486	209	43.00 %
>ENST00000262462.9 cds chromosome	1860	784	42.15 %
>ENST00000395266.5 cds chromosome	1860	784	42.15 %
>ENST00000506176.1 cds chromosome	1860	784	42.15 %
>ENST00000901438.1 cds chromosome	1860	784	42.15 %
>ENST00000901439.1 cds chromosome	1860	784	42.15 %
>ENST00000901440.1 cds chromosome	1656	694	41.91 %
>ENST00000931384.1 cds chromosome	1935	809	41.81 %
>ENST00000958180.1 cds chromosome	1860	784	42.15 %
>ENST00000958181.1 cds chromosome	1857	782	42.11 %
>ENST00000319104.7 cds chromosome	603	289	47.93 %
>ENST00000534961.5 cds chromosome	777	325	41.83 %
>ENST00000527424.6 cds chromosome	777	325	41.83 %
>ENST00000240159.8 cds chromosome	351	157	44.73 %
>ENST00000526349.5 cds chromosome	525	216	41.14 %
>ENST00000319073.5 cds chromosome	351	157	44.73 %
>ENST00000531440.5 cds chromosome	346	158	45.66 %
>ENST00000862753.1 cds chromosome	666	280	42.04 %
>ENST00000862754.1 cds chromosome	777	325	41.83 %
>ENST00000862755.1 cds chromosome	777	325	41.83 %
>ENST00000862756.1 cds chromosome	627	259	41.31 %
>ENST00000862757.1 cds chromosome	594	231	38.89 %
>ENST00000862758.1 cds chromosome	777	325	41.83 %
>ENST00000862759.1 cds chromosome	627	259	41.31 %
>ENST00000862760.1 cds chromosome	777	325	41.83 %
>ENST00000862761.1 cds chromosome	777	325	41.83 %
>ENST00000862762.1 cds chromosome	777	325	41.83 %
>ENST00000862763.1 cds chromosome	777	325	41.83 %
>ENST00000913384.1 cds chromosome	777	325	41.83 %
>ENST00000969232.1 cds chromosome	666	280	42.04 %
>ENST00000969233.1 cds chromosome	516	214	41.47 %
>ENST00000969234.1 cds chromosome	777	325	41.83 %
>ENST00000969235.1 cds chromosome	777	325	41.83 %
>ENST00000683415.1 cds chromosome	1812	1003	55.35 %
>ENST00000342314.9 cds chromosome	1812	1003	55.35 %
>ENST00000438958.2 cds chromosome	1902	1074	56.47 %
>ENST00000913074.1 cds chromosome	1809	1002	55.39 %
>ENST00000913075.1 cds chromosome	1809	1002	55.39 %
>ENST00000913076.1 cds chromosome	1809	1002	55.39 %
>ENST00000913077.1 cds chromosome	1812	1003	55.35 %
>ENST00000967095.1 cds chromosome	1809	1002	55.39 %
>ENST00000540593.5 cds chromosome	1218	592	48.60 %
>ENST00000555730.6 cds chromosome	1137	552	48.55 %
>ENST00000324593.10 cds chromosome	1296	625	48.23 %
>ENST00000557495.5 cds chromosome	381	179	46.98 %
>ENST00000556659.5 cds chromosome	377	172	45.62 %
>ENST00000555044.6 cds chromosome	1437	692	48.16 %
>ENST00000442160.7 cds chromosome	1551	766	49.39 %
>ENST00000398139.7 cds chromosome	819	387	47.25 %
>ENST00000334521.8 cds chromosome	1278	619	48.44 %
>ENST00000615736.4 cds chromosome	1551	766	49.39 %
>ENST00000556797.1 cds chromosome	504	236	46.83 %
>ENST00000556179.5 cds chromosome	330	163	49.39 %
>ENST00000557214.2 cds chromosome	510	261	51.18 %
>ENST00000896480.1 cds chromosome	1437	692	48.16 %
>ENST00000896481.1 cds chromosome	1296	625	48.23 %
>ENST00000896482.1 cds chromosome	1437	692	48.16 %
>ENST00000896483.1 cds chromosome	1347	650	48.26 %
>ENST00000896484.1 cds chromosome	1245	597	47.95 %
>ENST00000896485.1 cds chromosome	1077	525	48.75 %
>ENST00000896486.1 cds chromosome	1422	699	49.16 %
>ENST00000896487.1 cds chromosome	1326	632	47.66 %
>ENST00000896488.1 cds chromosome	1488	717	48.19 %
>ENST00000896489.1 cds chromosome	1437	692	48.16 %
>ENST00000939733.1 cds chromosome	1170	558	47.69 %
>ENST00000939735.1 cds chromosome	1347	648	48.11 %
>ENST00000939737.1 cds chromosome	1347	650	48.26 %
>ENST00000939738.1 cds chromosome	1293	623	48.18 %
>ENST00000966298.1 cds chromosome	1437	692	48.16 %
>ENST00000966299.1 cds chromosome	1311	625	47.67 %
>ENST00000966300.1 cds chromosome	1242	597	48.07 %
>ENST00000966301.1 cds chromosome	1206	581	48.18 %
>ENST00000966302.1 cds chromosome	1104	530	48.01 %
>ENST00000966303.1 cds chromosome	1074	523	48.70 %
>ENST00000966304.1 cds chromosome	1293	623	48.18 %
>ENST00000966305.1 cds chromosome	1293	623	48.18 %
>ENST00000966306.1 cds chromosome	1296	625	48.23 %
>ENST00000966307.1 cds chromosome	1128	550	48.76 %
>ENST00000237596.7 cds chromosome	2907	1503	51.70 %
>ENST00000508588.5 cds chromosome	1161	543	46.77 %
>ENST00000502363.1 cds chromosome	1161	543	46.77 %
>ENST00000927447.1 cds chromosome	2904	1501	51.69 %
>ENST00000927448.1 cds chromosome	2808	1467	52.24 %
>ENST00000956199.1 cds chromosome	2328	1273	54.68 %
>ENST00000956200.1 cds chromosome	2790	1451	52.01 %
>ENST00000420886.6 cds chromosome	4182	1711	40.91 %
>ENST00000267176.8 cds chromosome	4179	1709	40.89 %
>ENST00000602398.3 cds chromosome	4182	1711	40.91 %
>ENST00000934414.1 cds chromosome	4179	1709	40.89 %
>ENST00000934415.1 cds chromosome	4173	1705	40.86 %
>ENST00000934416.1 cds chromosome	4179	1710	40.92 %
>ENST00000934417.1 cds chromosome	4077	1664	40.81 %
>ENST00000934418.1 cds chromosome	4077	1664	40.81 %
>ENST00000934419.1 cds chromosome	4179	1709	40.89 %
>ENST00000934420.1 cds chromosome	4074	1662	40.80 %
>ENST00000949125.1 cds chromosome	4176	1707	40.88 %
>ENST00000523519.5 cds chromosome	318	154	48.43 %
>ENST00000520578.6 cds chromosome	351	169	48.15 %
>ENST00000678070.1 cds chromosome	1401	685	48.89 %
>ENST00000678964.1 cds chromosome	1281	605	47.23 %
>ENST00000678925.1 cds chromosome	1401	685	48.89 %
>ENST00000394123.7 cds chromosome	1401	685	48.89 %
>ENST00000676978.1 cds chromosome	1401	685	48.89 %
>ENST00000679289.1 cds chromosome	462	216	46.75 %
>ENST00000677493.1 cds chromosome	915	426	46.56 %
>ENST00000522761.6 cds chromosome	1401	685	48.89 %
>ENST00000676827.1 cds chromosome	1401	685	48.89 %
>ENST00000520177.6 cds chromosome	1104	521	47.19 %
>ENST00000678854.1 cds chromosome	513	212	41.33 %
>ENST00000522367.6 cds chromosome	369	176	47.70 %
>ENST00000677105.1 cds chromosome	1431	696	48.64 %
>ENST00000678101.1 cds chromosome	1401	685	48.89 %
>ENST00000678910.1 cds chromosome	405	212	52.35 %
>ENST00000356245.8 cds chromosome	1401	685	48.89 %
>ENST00000678646.1 cds chromosome	1431	696	48.64 %
>ENST00000677381.1 cds chromosome	369	176	47.70 %
>ENST00000677433.1 cds chromosome	453	207	45.70 %
>ENST00000678564.1 cds chromosome	1281	605	47.23 %
>ENST00000677923.1 cds chromosome	1005	475	47.26 %
>ENST00000677323.1 cds chromosome	1401	685	48.89 %
>ENST00000679135.1 cds chromosome	330	146	44.24 %
>ENST00000678825.1 cds chromosome	309	174	56.31 %
>ENST00000678657.1 cds chromosome	477	200	41.93 %
>ENST00000676899.1 cds chromosome	345	125	36.23 %
>ENST00000871486.1 cds chromosome	1401	685	48.89 %
>ENST00000871487.1 cds chromosome	1401	685	48.89 %
>ENST00000871488.1 cds chromosome	1401	685	48.89 %
>ENST00000871489.1 cds chromosome	1401	685	48.89 %
>ENST00000871490.1 cds chromosome	1401	685	48.89 %
>ENST00000937617.1 cds chromosome	1401	685	48.89 %
>ENST00000937618.1 cds chromosome	1401	685	48.89 %
>ENST00000937619.1 cds chromosome	1401	685	48.89 %
>ENST00000958238.1 cds chromosome	1401	685	48.89 %
>ENST00000958240.1 cds chromosome	1401	685	48.89 %
>ENST00000649096.1 cds chromosome	5073	3099	61.09 %
>ENST00000647572.2 cds chromosome	5376	3292	61.24 %
>ENST00000448728.2 cds chromosome	5478	3346	61.08 %
>ENST00000674664.2 cds chromosome	5376	3292	61.24 %
>ENST00000674907.2 cds chromosome	5376	3292	61.24 %
>ENST00000431776.7 cds chromosome	5151	3136	60.88 %
>ENST00000498729.9 cds chromosome	5376	3292	61.24 %
>ENST00000674607.2 cds chromosome	5502	3373	61.30 %
>ENST00000674975.2 cds chromosome	5412	3316	61.27 %
>ENST00000675314.2 cds chromosome	5505	3371	61.24 %
>ENST00000675644.2 cds chromosome	4878	2971	60.91 %
>ENST00000675932.2 cds chromosome	5685	3496	61.50 %
>ENST00000676050.2 cds chromosome	5391	3303	61.27 %
>ENST00000675940.2 cds chromosome	5376	3292	61.24 %
>ENST00000675152.2 cds chromosome	5376	3292	61.24 %
>ENST00000675126.2 cds chromosome	5427	3327	61.30 %
>ENST00000648047.2 cds chromosome	5199	3166	60.90 %
>ENST00000320389.12 cds chromosome	5097	3109	61.00 %
>ENST00000648364.1 cds chromosome	5100	3114	61.06 %
>ENST00000648680.1 cds chromosome	5127	3126	60.97 %
>ENST00000647731.1 cds chromosome	5100	3111	61.00 %
>ENST00000650130.1 cds chromosome	5349	3277	61.26 %
>ENST00000650053.1 cds chromosome	5073	3099	61.09 %
>ENST00000647885.1 cds chromosome	5187	3167	61.06 %
>ENST00000715177.1 cds chromosome	5313	3257	61.30 %
>ENST00000649306.1 cds chromosome	5175	3156	60.99 %
>ENST00000648129.1 cds chromosome	5349	3277	61.26 %
>ENST00000404283.9 cds chromosome	5400	3302	61.15 %
>ENST00000428768.2 cds chromosome	1336	781	58.46 %
>ENST00000942881.1 cds chromosome	5073	3099	61.09 %
>ENST00000942882.1 cds chromosome	5124	3124	60.97 %
>ENST00000942883.1 cds chromosome	5202	3168	60.90 %
>ENST00000273179.10 cds chromosome	831	451	54.27 %
>ENST00000416688.6 cds chromosome	522	268	51.34 %
>ENST00000443503.6 cds chromosome	798	433	54.26 %
>ENST00000436654.2 cds chromosome	894	482	53.91 %
>ENST00000447745.5 cds chromosome	591	301	50.93 %
>ENST00000885349.1 cds chromosome	705	383	54.33 %
>ENST00000948927.1 cds chromosome	738	401	54.34 %
>ENST00000377348.6 cds chromosome	702	436	62.11 %
>ENST00000526054.5 cds chromosome	666	397	59.61 %
>ENST00000529182.5 cds chromosome	702	436	62.11 %
>ENST00000292510.6 cds chromosome	666	397	59.61 %
>ENST00000533806.5 cds chromosome	556	334	60.07 %
>ENST00000531032.5 cds chromosome	484	284	58.68 %
>ENST00000909910.1 cds chromosome	666	397	59.61 %
>ENST00000909911.1 cds chromosome	666	397	59.61 %
>ENST00000909912.1 cds chromosome	666	397	59.61 %
>ENST00000909913.1 cds chromosome	660	393	59.55 %
>ENST00000909914.1 cds chromosome	708	427	60.31 %
>ENST00000909915.1 cds chromosome	615	367	59.67 %
>ENST00000909916.1 cds chromosome	615	367	59.67 %
>ENST00000909917.1 cds chromosome	708	427	60.31 %
>ENST00000909918.1 cds chromosome	651	388	59.60 %
>ENST00000909919.1 cds chromosome	723	437	60.44 %
>ENST00000909920.1 cds chromosome	657	393	59.82 %
>ENST00000909921.1 cds chromosome	678	404	59.59 %
>ENST00000909922.1 cds chromosome	615	367	59.67 %
>ENST00000909923.1 cds chromosome	639	385	60.25 %
>ENST00000909924.1 cds chromosome	615	367	59.67 %
>ENST00000938153.1 cds chromosome	660	394	59.70 %
>ENST00000938154.1 cds chromosome	576	347	60.24 %
>ENST00000938155.1 cds chromosome	525	317	60.38 %
>ENST00000938156.1 cds chromosome	564	332	58.87 %
>ENST00000938157.1 cds chromosome	573	344	60.03 %
>ENST00000969314.1 cds chromosome	312	181	58.01 %
>ENST00000969315.1 cds chromosome	711	428	60.20 %
>ENST00000969316.1 cds chromosome	666	397	59.61 %
>ENST00000969317.1 cds chromosome	666	397	59.61 %
>ENST00000969318.1 cds chromosome	666	397	59.61 %
>ENST00000969319.1 cds chromosome	690	415	60.14 %
>ENST00000969320.1 cds chromosome	651	388	59.60 %
>ENST00000969321.1 cds chromosome	657	397	60.43 %
>ENST00000969322.1 cds chromosome	627	374	59.65 %
>ENST00000969323.1 cds chromosome	738	452	61.25 %
>ENST00000969324.1 cds chromosome	639	385	60.25 %
>ENST00000969325.1 cds chromosome	666	397	59.61 %
>ENST00000969326.1 cds chromosome	696	419	60.20 %
>ENST00000262999.4 cds chromosome	924	468	50.65 %
>ENST00000956211.1 cds chromosome	921	466	50.60 %
>ENST00000305321.4 cds chromosome	459	282	61.44 %
>ENST00000374431.7 cds chromosome	1095	546	49.86 %
>ENST00000374430.6 cds chromosome	1095	546	49.86 %
>ENST00000358883.8 cds chromosome	1095	546	49.86 %
>ENST00000441240.1 cds chromosome	546	269	49.27 %
>ENST00000683809.1 cds chromosome	1095	546	49.86 %
>ENST00000853434.1 cds chromosome	1095	546	49.86 %
>ENST00000853435.1 cds chromosome	1095	546	49.86 %
>ENST00000853436.1 cds chromosome	1095	546	49.86 %
>ENST00000853437.1 cds chromosome	1095	546	49.86 %
>ENST00000853438.1 cds chromosome	1095	546	49.86 %
>ENST00000853439.1 cds chromosome	1095	546	49.86 %
>ENST00000853440.1 cds chromosome	1095	546	49.86 %
>ENST00000853441.1 cds chromosome	1095	546	49.86 %
>ENST00000853442.1 cds chromosome	1095	546	49.86 %
>ENST00000853443.1 cds chromosome	1095	546	49.86 %
>ENST00000853444.1 cds chromosome	1095	546	49.86 %
>ENST00000853445.1 cds chromosome	1095	546	49.86 %
>ENST00000853446.1 cds chromosome	1095	546	49.86 %
>ENST00000853447.1 cds chromosome	1095	546	49.86 %
>ENST00000853448.1 cds chromosome	1095	546	49.86 %
>ENST00000853449.1 cds chromosome	1095	546	49.86 %
>ENST00000853450.1 cds chromosome	1095	546	49.86 %
>ENST00000853451.1 cds chromosome	1095	546	49.86 %
>ENST00000853452.1 cds chromosome	1095	546	49.86 %
>ENST00000853453.1 cds chromosome	1095	546	49.86 %
>ENST00000853454.1 cds chromosome	1095	546	49.86 %
>ENST00000853455.1 cds chromosome	1095	546	49.86 %
>ENST00000853456.1 cds chromosome	1095	546	49.86 %
>ENST00000853457.1 cds chromosome	1095	546	49.86 %
>ENST00000853458.1 cds chromosome	1095	546	49.86 %
>ENST00000853459.1 cds chromosome	1095	546	49.86 %
